refactoring_type,file_path,method_name,class_name,lines_changed,cyclomatic_complexity,nesting_depth,commit_sha
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/map/MultiValueMapTest.java,testSize,MultiValueMapTest,36,1,1,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/map/MultiValueMapTest.java,testSize_Key,MultiValueMapTest,50,1,1,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/map/MultiValueMapTest.java,testTotalSize,MultiValueMapTest,36,1,1,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/map/MultiValueMapTest.java,testValueCollectionType,MultiValueMapTest,12,1,1,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/map/MultiValueMapTest.java,testValues,MultiValueMapTest,30,1,1,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/map/PredicatedMapTest.java,testEntrySet,PredicatedMapTest,20,1,1,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/map/PredicatedMapTest.java,testPut,PredicatedMapTest,68,1,1,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/map/PredicatedSortedMapTest.java,testEntrySet,PredicatedSortedMapTest,20,1,1,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/map/PredicatedSortedMapTest.java,testPut,PredicatedSortedMapTest,70,1,1,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/map/PredicatedSortedMapTest.java,testReverseSortOrder,PredicatedSortedMapTest,46,2,1,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/map/PredicatedSortedMapTest.java,testSortOrder,PredicatedSortedMapTest,46,2,1,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/map/ReferenceIdentityMapTest.java,testBasics,ReferenceIdentityMapTest,66,1,1,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/map/ReferenceIdentityMapTest.java,testHashEntry,ReferenceIdentityMapTest,34,1,1,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/map/ReferenceIdentityMapTest.java,testNullHandling,ReferenceIdentityMapTest,30,1,1,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/map/ReferenceMapTest.java,testNullHandling,ReferenceMapTest,30,1,1,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/map/StaticBucketMapTest.java,test_containsKey_nullMatchesIncorrectly,StaticBucketMapTest,24,2,2,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/map/StaticBucketMapTest.java,test_containsValue_nullMatchesIncorrectly,StaticBucketMapTest,24,2,2,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/map/StaticBucketMapTest.java,test_get_nullMatchesIncorrectly,StaticBucketMapTest,24,2,2,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/map/TransformedMapTest.java,testFactory_Decorate,TransformedMapTest,40,3,1,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/map/TransformedMapTest.java,testFactory_decorateTransform,TransformedMapTest,40,5,1,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/map/TransformedSortedMapTest.java,testFactory_Decorate,TransformedSortedMapTest,40,3,1,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/map/TransformedSortedMapTest.java,testFactory_decorateTransform,TransformedSortedMapTest,40,3,1,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/map/TransformedSortedMapTest.java,testTransformedMap,TransformedSortedMapTest,108,7,2,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/multimap/AbstractMultiValuedMapTest.java,testAddMappingThroughGet,AbstractMultiValuedMapTest,42,1,1,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/multimap/AbstractMultiValuedMapTest.java,testContainsValue_Key,AbstractMultiValuedMapTest,36,4,3,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/multimap/AbstractMultiValuedMapTest.java,testFullMapCompatibility,AbstractMultiValuedMapTest,38,5,3,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/multimap/AbstractMultiValuedMapTest.java,testGet,AbstractMultiValuedMapTest,24,3,3,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/multimap/AbstractMultiValuedMapTest.java,testKeysBagContainsAll,AbstractMultiValuedMapTest,34,3,2,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/multimap/AbstractMultiValuedMapTest.java,testMapEquals,AbstractMultiValuedMapTest,24,1,1,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/multimap/AbstractMultiValuedMapTest.java,testMapIteratorUnsupportedSet,AbstractMultiValuedMapTest,16,1,1,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/multimap/AbstractMultiValuedMapTest.java,testNoMappingReturnsEmptyCol,AbstractMultiValuedMapTest,12,1,1,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/multimap/AbstractMultiValuedMapTest.java,testPutAll_KeyIterable,AbstractMultiValuedMapTest,70,1,1,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/multimap/AbstractMultiValuedMapTest.java,testPutAll_Map1,AbstractMultiValuedMapTest,52,1,1,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/multimap/AbstractMultiValuedMapTest.java,testPutAll_Map2,AbstractMultiValuedMapTest,54,1,1,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/multimap/AbstractMultiValuedMapTest.java,testRemove_KeyItem,AbstractMultiValuedMapTest,32,1,1,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/multimap/AbstractMultiValuedMapTest.java,testRemoveAllViaEntriesIterator,AbstractMultiValuedMapTest,24,3,2,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/multimap/AbstractMultiValuedMapTest.java,testRemoveAllViaValuesIterator,AbstractMultiValuedMapTest,24,3,2,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/multimap/AbstractMultiValuedMapTest.java,testSize_Key,AbstractMultiValuedMapTest,66,4,2,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/multimap/AbstractMultiValuedMapTest.java,testSizeWithPutRemove,AbstractMultiValuedMapTest,40,1,1,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/multimap/AbstractMultiValuedMapTest.java,testValues,AbstractMultiValuedMapTest,32,3,3,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/multimap/ArrayListValuedHashMapTest.java,testListValuedMapAdd,ArrayListValuedHashMapTest,20,1,1,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/multimap/ArrayListValuedHashMapTest.java,testListValuedMapAddViaListIterator,ArrayListValuedHashMapTest,28,1,1,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/multimap/ArrayListValuedHashMapTest.java,testListValuedMapRemove,ArrayListValuedHashMapTest,34,1,1,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/multimap/ArrayListValuedHashMapTest.java,testListValuedMapRemoveViaListIterator,ArrayListValuedHashMapTest,40,2,2,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/multimap/ArrayListValuedLinkedHashMapTest.java,testListValuedMapAdd,ArrayListValuedLinkedHashMapTest,20,1,1,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/multimap/ArrayListValuedLinkedHashMapTest.java,testListValuedMapAddViaListIterator,ArrayListValuedLinkedHashMapTest,28,1,1,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/multimap/ArrayListValuedLinkedHashMapTest.java,testListValuedMapRemove,ArrayListValuedLinkedHashMapTest,34,1,1,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/multimap/ArrayListValuedLinkedHashMapTest.java,testListValuedMapRemoveViaListIterator,ArrayListValuedLinkedHashMapTest,40,2,2,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/multimap/HashSetValuedHashMapTest.java,testSetValuedMapAdd,HashSetValuedHashMapTest,26,1,1,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/multimap/HashSetValuedHashMapTest.java,testSetValuedMapRemove,HashSetValuedHashMapTest,40,1,1,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/multimap/HashSetValuedHashMapTest.java,testSetValuedMapRemoveViaIterator,HashSetValuedHashMapTest,38,2,2,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/multimap/LinkedHashSetValuedLinkedHashMapTest.java,testSetValuedMapAdd,LinkedHashSetValuedLinkedHashMapTest,26,1,1,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/multimap/LinkedHashSetValuedLinkedHashMapTest.java,testSetValuedMapRemove,LinkedHashSetValuedLinkedHashMapTest,40,1,1,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/multimap/LinkedHashSetValuedLinkedHashMapTest.java,testSetValuedMapRemoveViaIterator,LinkedHashSetValuedLinkedHashMapTest,38,2,2,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/multimap/TransformedMultiValuedMapTest.java,testFactory_Decorate,TransformedMultiValuedMapTest,40,3,1,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/multimap/TransformedMultiValuedMapTest.java,testFactory_decorateTransform,TransformedMultiValuedMapTest,62,5,1,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/multimap/TransformedMultiValuedMapTest.java,testKeyTransformedMap,TransformedMultiValuedMapTest,48,4,2,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/multimap/TransformedMultiValuedMapTest.java,testValueTransformedMap,TransformedMultiValuedMapTest,38,4,2,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/multimap/UnmodifiableMultiValuedMapTest.java,testAddException,UnmodifiableMultiValuedMapTest,12,1,1,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/multimap/UnmodifiableMultiValuedMapTest.java,testUnmodifiableAsMap,UnmodifiableMultiValuedMapTest,26,1,1,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/multimap/UnmodifiableMultiValuedMapTest.java,testUnmodifiableEntries,UnmodifiableMultiValuedMapTest,26,1,1,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/multimap/UnmodifiableMultiValuedMapTest.java,testUnmodifiableKeys,UnmodifiableMultiValuedMapTest,28,1,1,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/multimap/UnmodifiableMultiValuedMapTest.java,testUnmodifiableKeySet,UnmodifiableMultiValuedMapTest,28,1,1,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/multimap/UnmodifiableMultiValuedMapTest.java,testUnmodifiableMapIterator,UnmodifiableMultiValuedMapTest,18,1,1,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/multimap/UnmodifiableMultiValuedMapTest.java,testUnmodifiableValues,UnmodifiableMultiValuedMapTest,28,1,1,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/multiset/AbstractMultiSetTest.java,testMultiSetAdd,AbstractMultiSetTest,36,2,2,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/multiset/AbstractMultiSetTest.java,testMultiSetContains,AbstractMultiSetTest,48,2,2,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/multiset/AbstractMultiSetTest.java,testMultiSetContainsAll,AbstractMultiSetTest,108,2,2,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/multiset/AbstractMultiSetTest.java,testMultiSetEntrySetUpdatedToZero,AbstractMultiSetTest,32,2,2,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/multiset/AbstractMultiSetTest.java,testMultiSetEquals,AbstractMultiSetTest,48,2,2,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/multiset/AbstractMultiSetTest.java,testMultiSetEqualsHashMultiSet,AbstractMultiSetTest,48,2,2,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/multiset/AbstractMultiSetTest.java,testMultiSetEqualsSelf,AbstractMultiSetTest,34,2,2,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/multiset/AbstractMultiSetTest.java,testMultiSetHashCode,AbstractMultiSetTest,62,2,2,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/multiset/AbstractMultiSetTest.java,testMultiSetIterator,AbstractMultiSetTest,62,5,4,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/multiset/AbstractMultiSetTest.java,testMultiSetIteratorFail,AbstractMultiSetTest,34,2,2,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/multiset/AbstractMultiSetTest.java,testMultiSetIteratorFailDoubleRemove,AbstractMultiSetTest,48,2,2,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/multiset/AbstractMultiSetTest.java,testMultiSetIteratorFailNoMore,AbstractMultiSetTest,36,2,2,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/multiset/AbstractMultiSetTest.java,testMultiSetIteratorRemoveProtectsInvariants,AbstractMultiSetTest,52,2,2,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/multiset/AbstractMultiSetTest.java,testMultiSetRemove,AbstractMultiSetTest,48,2,2,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/multiset/AbstractMultiSetTest.java,testMultiSetRemoveAll,AbstractMultiSetTest,44,2,2,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/multiset/AbstractMultiSetTest.java,testMultiSetRetainAll,AbstractMultiSetTest,40,2,2,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/multiset/AbstractMultiSetTest.java,testMultiSetSize,AbstractMultiSetTest,50,2,2,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/multiset/AbstractMultiSetTest.java,testMultiSetToArray,AbstractMultiSetTest,52,6,2,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/multiset/AbstractMultiSetTest.java,testMultiSetToArrayPopulate,AbstractMultiSetTest,52,6,2,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/multiset/PredicatedMultiSetTest.java,testIllegalAdd,PredicatedMultiSetTest,18,1,1,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/multiset/PredicatedMultiSetTest.java,testIllegalDecorate,PredicatedMultiSetTest,26,2,1,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/multiset/PredicatedMultiSetTest.java,testLegalAddRemove,PredicatedMultiSetTest,36,2,2,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/properties/AbstractPropertiesFactoryTest.java,testLoadClassLoaderMissingResource,AbstractPropertiesFactoryTest,10,1,1,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/properties/AbstractPropertiesFactoryTest.java,testLoadClassLoaderResource,AbstractPropertiesFactoryTest,10,1,1,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/properties/AbstractPropertiesFactoryTest.java,testLoadFile,AbstractPropertiesFactoryTest,10,1,1,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/properties/AbstractPropertiesFactoryTest.java,testLoadFileName,AbstractPropertiesFactoryTest,10,1,1,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/properties/AbstractPropertiesFactoryTest.java,testLoadInputStream,AbstractPropertiesFactoryTest,20,1,2,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/properties/AbstractPropertiesFactoryTest.java,testLoadPath,AbstractPropertiesFactoryTest,10,1,1,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/properties/AbstractPropertiesFactoryTest.java,testLoadReader,AbstractPropertiesFactoryTest,20,1,2,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/properties/AbstractPropertiesFactoryTest.java,testLoadUri,AbstractPropertiesFactoryTest,10,1,1,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/properties/AbstractPropertiesFactoryTest.java,testLoadUrl,AbstractPropertiesFactoryTest,10,1,1,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/queue/AbstractQueueTest.java,testEmptyQueueCompatibility,AbstractQueueTest,46,5,2,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/queue/AbstractQueueTest.java,testEmptyQueueSerialization,AbstractQueueTest,28,3,2,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/queue/AbstractQueueTest.java,testFullQueueCompatibility,AbstractQueueTest,44,5,2,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/queue/AbstractQueueTest.java,testFullQueueSerialization,AbstractQueueTest,30,3,2,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/queue/CircularFifoQueueTest.java,testCircularFifoQueueCircular,CircularFifoQueueTest,56,1,1,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/queue/CircularFifoQueueTest.java,testRemoveError1,CircularFifoQueueTest,38,1,1,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/queue/CircularFifoQueueTest.java,testRemoveError2,CircularFifoQueueTest,42,1,1,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/queue/CircularFifoQueueTest.java,testRemoveError3,CircularFifoQueueTest,46,1,1,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/queue/CircularFifoQueueTest.java,testRemoveError4,CircularFifoQueueTest,36,1,1,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/queue/CircularFifoQueueTest.java,testRemoveError5,CircularFifoQueueTest,36,1,1,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/queue/CircularFifoQueueTest.java,testRemoveError6,CircularFifoQueueTest,36,1,1,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/queue/CircularFifoQueueTest.java,testRemoveError7,CircularFifoQueueTest,36,1,1,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/queue/CircularFifoQueueTest.java,testRemoveError8,CircularFifoQueueTest,38,1,1,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/queue/CircularFifoQueueTest.java,testRemoveError9,CircularFifoQueueTest,38,1,1,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/queue/CircularFifoQueueTest.java,testRepeatedSerialization,CircularFifoQueueTest,72,1,1,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/queue/PredicatedQueueTest.java,testGet,PredicatedQueueTest,24,1,1,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/queue/PredicatedQueueTest.java,testRemove,PredicatedQueueTest,16,1,1,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/queue/SynchronizedQueueTest.java,testCreate,SynchronizedQueueTest,20,1,1,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/set/AbstractSetTest.java,testSetEquals,AbstractSetTest,44,1,1,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/set/CompositeSetTest.java,testAddComposited,CompositeSetTest,52,1,1,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/set/CompositeSetTest.java,testAddCompositedCollision,CompositeSetTest,30,1,1,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/set/CompositeSetTest.java,testContains,CompositeSetTest,12,1,1,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/set/CompositeSetTest.java,testContainsAll,CompositeSetTest,12,1,1,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/set/CompositeSetTest.java,testFailedCollisionResolution,CompositeSetTest,66,2,3,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/set/CompositeSetTest.java,testRemoveAll,CompositeSetTest,12,1,1,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/set/CompositeSetTest.java,testRemoveComposited,CompositeSetTest,24,1,1,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/set/CompositeSetTest.java,testRemoveUnderlying,CompositeSetTest,24,1,1,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/set/ListOrderedSet2Test.java,testListAddIndexed,ListOrderedSet2Test,76,1,1,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/set/ListOrderedSet2Test.java,testListAddRemove,ListOrderedSet2Test,60,1,1,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/set/ListOrderedSet2Test.java,testOrdering,ListOrderedSet2Test,66,7,2,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/set/ListOrderedSetTest.java,testDuplicates,ListOrderedSetTest,38,2,1,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/set/ListOrderedSetTest.java,testListAddIndexed,ListOrderedSetTest,76,1,1,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/set/ListOrderedSetTest.java,testListAddRemove,ListOrderedSetTest,60,1,1,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/set/ListOrderedSetTest.java,testListAddReplacing,ListOrderedSetTest,30,1,1,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/set/ListOrderedSetTest.java,testOrdering,ListOrderedSetTest,70,7,2,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/set/ListOrderedSetTest.java,testRetainAll,ListOrderedSetTest,48,4,2,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/set/MapBackedSet2Test.java,testOrdering,MapBackedSet2Test,66,7,2,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/set/PredicatedNavigableSetTest.java,testIllegalAdd,PredicatedNavigableSetTest,18,1,1,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/set/PredicatedNavigableSetTest.java,testIllegalAddAll,PredicatedNavigableSetTest,32,1,1,48afb43fa43d17b909e07a15e7c7509147d6440c
